,Team,Conf,Games,Wins,ADJOE,ADJDE,Power_Rating,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,Two_PO,Two_PD,Three_PO,Three_PD,ADJ_T,WAB,Postseason,Year,avg_conf_power_rating,win_perc,wab_perc
487,Arkansas Little Rock,SB,31,23,98.5,97.2,0.5357,49.7,45.4,22.6,21.1,33.4,31.5,44.9,40.4,48.3,44.2,35.7,31.9,66.1,-3.3,DIDNT_MAKE,2009,0.39080769230769236,0.7419354838709677,-0.1064516129032258
488,Louisiana Tech,WAC,31,15,99.7,98.5,0.5346,49.9,48.3,22.8,20.6,34.9,32.4,42.3,33.6,46.7,48.2,38.4,32.2,64.1,-9.9,DIDNT_MAKE,2009,0.5531333333333334,0.4838709677419355,-0.31935483870967746
489,Southern Miss,CUSA,29,12,104.7,103.7,0.529,46.2,51.2,15.5,18.7,30.5,29.1,39.9,39.9,46.0,49.2,31.3,36.5,63.8,-8.4,DIDNT_MAKE,2009,0.6225166666666667,0.41379310344827586,-0.2896551724137931
490,Boise St.,WAC,31,18,101.3,100.5,0.524,52.4,49.6,21.2,18.6,29.5,32.5,29.5,36.1,52.8,48.7,34.3,34.5,69.9,-5.8,DIDNT_MAKE,2009,0.5531333333333334,0.5806451612903226,-0.1870967741935484
491,North Texas,SB,31,19,107.2,106.4,0.5203,48.9,50.6,18.0,17.6,34.4,30.5,48.6,43.9,46.8,49.9,35.5,34.9,69.7,-6.6,DIDNT_MAKE,2009,0.39080769230769236,0.6129032258064516,-0.2129032258064516
492,James Madison,CAA,36,21,103.0,102.3,0.5182,50.8,47.8,20.0,18.8,30.4,32.8,37.4,33.5,49.9,49.0,34.8,30.5,67.4,-8.4,DIDNT_MAKE,2009,0.4905999999999999,0.5833333333333334,-0.23333333333333334
493,Southern Illinois,MVC,30,12,99.9,99.3,0.5174,47.9,49.1,22.9,21.9,30.8,33.2,38.4,49.6,43.8,47.4,37.8,35.1,65.2,-9.7,DIDNT_MAKE,2009,0.61425,0.4,-0.3233333333333333
494,Colorado,B12,30,8,100.3,99.7,0.5159,51.3,52.6,22.0,22.2,22.3,34.5,39.6,37.9,50.7,51.4,34.9,36.7,63.1,-11.0,DIDNT_MAKE,2009,0.8234833333333333,0.26666666666666666,-0.36666666666666664
495,UT Arlington,Slnd,27,13,107.3,106.7,0.5156,52.5,51.3,19.2,19.5,31.6,30.9,35.7,43.2,53.4,50.8,33.8,34.7,70.0,-9.2,DIDNT_MAKE,2009,0.40416666666666673,0.48148148148148145,-0.34074074074074073
496,Milwaukee,Horz,30,16,102.1,101.5,0.5151,46.2,46.8,19.0,17.0,33.0,30.9,34.5,33.7,42.6,44.7,34.2,34.6,68.7,-6.7,DIDNT_MAKE,2009,0.54554,0.5333333333333333,-0.22333333333333333
497,Idaho,WAC,32,16,103.0,102.5,0.5139,51.5,49.5,19.5,21.1,28.8,35.6,40.0,36.3,50.4,48.1,36.0,34.7,63.7,-8.0,DIDNT_MAKE,2009,0.5531333333333334,0.5,-0.25
498,Utah Valley,ind,26,15,103.6,103.2,0.5103,53.2,46.5,20.0,16.9,31.2,29.5,38.4,38.9,50.2,47.8,39.2,29.2,61.5,-8.5,DIDNT_MAKE,2009,0.5,0.5769230769230769,-0.3269230769230769
499,Mount St. Mary's,NEC,33,19,99.2,98.9,0.5096,49.4,46.9,19.9,22.3,35.5,32.9,34.3,35.2,49.2,45.2,33.3,33.8,65.4,-8.0,DIDNT_MAKE,2009,0.26156363636363633,0.5757575757575758,-0.24242424242424243
500,Tulane,CUSA,30,13,97.3,97.0,0.5085,46.4,49.3,20.6,22.8,31.6,32.8,36.9,41.9,45.3,48.4,33.0,34.2,66.1,-9.3,DIDNT_MAKE,2009,0.6225166666666667,0.43333333333333335,-0.31
501,UC Santa Barbara,BW,30,15,98.1,98.0,0.5011,49.8,51.2,23.3,24.2,32.7,31.5,39.5,39.3,49.5,48.6,33.5,37.3,66.5,-8.8,DIDNT_MAKE,2009,0.45342222222222234,0.5,-0.29333333333333333
502,College of Charleston,SC,36,27,106.6,106.6,0.4992,54.1,49.6,18.0,19.4,33.4,36.0,32.0,27.8,52.3,48.4,38.2,35.0,68.3,-3.5,DIDNT_MAKE,2009,0.3197333333333333,0.75,-0.09722222222222222
503,Morgan St.,MEAC,34,22,97.9,98.0,0.4978,46.4,44.7,19.5,22.8,38.4,32.9,33.1,41.7,44.9,44.6,33.7,30.2,66.5,-5.8,R64,2009,0.18440000000000004,0.6470588235294118,-0.17058823529411765
504,San Diego,WCC,30,14,96.4,96.6,0.4945,47.6,47.7,20.8,22.8,28.5,33.7,33.1,39.0,46.5,45.7,33.6,35.0,63.3,-7.8,DIDNT_MAKE,2009,0.5153375,0.4666666666666667,-0.26
505,Eastern Kentucky,OVC,28,16,110.5,110.8,0.4897,56.2,53.0,18.2,22.8,31.5,40.6,28.4,31.4,52.1,52.5,40.6,35.8,60.7,-8.2,DIDNT_MAKE,2009,0.3641199999999999,0.5714285714285714,-0.2928571428571428
506,Colorado St.,MWC,30,9,106.1,106.5,0.4889,48.5,55.3,19.9,20.1,31.6,31.2,38.6,38.8,46.3,55.0,35.4,37.2,67.9,-12.0,DIDNT_MAKE,2009,0.706288888888889,0.3,-0.4
507,Texas A&M Corpus Chris,Slnd,30,15,98.0,98.4,0.4872,46.8,48.3,24.7,22.0,37.0,32.4,41.7,38.6,46.8,49.2,31.1,31.0,67.9,-8.0,DIDNT_MAKE,2009,0.40416666666666673,0.5,-0.26666666666666666
508,Morehead St.,OVC,34,18,100.0,100.6,0.4816,47.8,48.4,22.6,18.1,39.5,29.5,42.7,38.9,47.4,45.8,32.6,35.4,66.6,-9.3,R64,2009,0.3641199999999999,0.5294117647058824,-0.2735294117647059
509,Long Beach St.,BW,30,15,103.2,103.9,0.4799,51.3,51.7,20.7,19.9,31.0,32.2,37.6,38.6,52.3,50.1,33.0,36.4,67.1,-8.2,DIDNT_MAKE,2009,0.45342222222222234,0.5,-0.2733333333333333
510,Middle Tennessee,SB,31,17,102.0,102.9,0.4758,48.5,51.1,18.0,21.9,35.2,28.8,38.9,44.9,49.6,49.3,30.4,36.7,64.8,-9.2,DIDNT_MAKE,2009,0.39080769230769236,0.5483870967741935,-0.2967741935483871
511,Rider,MAAC,32,19,103.8,104.7,0.475,50.3,49.4,19.9,20.3,32.2,33.6,33.1,35.1,48.9,48.0,35.3,34.7,69.0,-6.9,DIDNT_MAKE,2009,0.45916000000000007,0.59375,-0.215625
512,Boston University,AE,30,17,101.9,102.8,0.4741,50.5,48.3,20.6,20.5,32.8,34.7,35.1,32.1,47.6,48.1,36.1,32.5,64.3,-8.8,DIDNT_MAKE,2009,0.3627444444444444,0.5666666666666667,-0.29333333333333333
513,Fairfield,MAAC,32,17,101.7,102.7,0.4734,47.8,48.7,20.3,19.6,33.0,34.3,36.0,33.2,46.7,49.1,33.3,31.9,65.1,-7.3,DIDNT_MAKE,2009,0.45916000000000007,0.53125,-0.228125
514,Binghamton,AE,31,22,100.6,101.5,0.4732,49.4,46.6,19.7,21.6,31.7,35.5,40.8,41.6,49.0,45.4,33.5,32.9,68.4,-4.5,R64,2009,0.3627444444444444,0.7096774193548387,-0.14516129032258066
515,Nicholls St.,Slnd,28,17,100.0,100.9,0.4725,53.7,51.3,22.7,26.0,27.3,31.1,40.2,46.2,53.8,52.1,35.7,33.2,60.6,-6.1,DIDNT_MAKE,2009,0.40416666666666673,0.6071428571428571,-0.21785714285714283
516,Ohio,MAC,32,15,99.9,101.0,0.4681,50.1,50.4,21.1,22.4,28.9,32.3,39.6,39.4,47.8,50.4,36.2,33.7,66.3,-10.2,DIDNT_MAKE,2009,0.4187,0.46875,-0.31875
517,Montana,BSky,27,15,102.1,103.3,0.4679,51.0,47.5,18.7,18.0,28.0,32.0,37.1,39.5,48.6,44.6,37.4,36.3,63.2,-7.2,DIDNT_MAKE,2009,0.3886555555555556,0.5555555555555556,-0.26666666666666666
518,George Washington,A10,28,10,100.9,102.2,0.4636,49.4,47.7,22.2,18.7,34.0,35.0,38.5,37.5,47.2,45.2,36.2,34.2,64.6,-11.4,DIDNT_MAKE,2009,0.6197357142857143,0.35714285714285715,-0.40714285714285714
519,South Alabama,SB,32,19,101.2,102.5,0.4634,51.2,46.7,21.1,16.5,37.2,31.4,41.8,33.5,49.7,42.5,37.6,36.6,64.7,-7.7,DIDNT_MAKE,2009,0.39080769230769236,0.59375,-0.240625
520,Indiana St.,MVC,31,10,102.0,103.7,0.4529,48.5,49.9,21.9,19.4,29.1,34.5,35.1,42.3,45.1,48.1,35.3,35.8,64.7,-12.9,DIDNT_MAKE,2009,0.61425,0.3225806451612903,-0.4161290322580645
521,Hofstra,CAA,31,20,96.0,97.6,0.4524,44.0,44.9,22.3,19.9,39.4,31.8,38.1,45.7,42.5,42.0,31.6,34.1,68.1,-5.3,DIDNT_MAKE,2009,0.4905999999999999,0.6451612903225806,-0.17096774193548386
522,Idaho St.,BSky,31,12,101.5,103.2,0.451,50.3,49.4,20.3,19.0,30.6,32.8,38.2,44.3,50.3,47.9,33.5,34.7,63.7,-11.2,DIDNT_MAKE,2009,0.3886555555555556,0.3870967741935484,-0.36129032258064514
523,Holy Cross,Pat,32,18,97.1,98.8,0.4504,47.2,47.9,24.3,23.2,39.9,28.1,37.2,48.5,47.3,46.5,31.4,33.8,65.8,-10.0,DIDNT_MAKE,2009,0.2874875,0.5625,-0.3125
524,Troy,SB,31,18,107.0,108.9,0.4501,53.3,52.9,17.3,19.4,30.5,33.4,31.0,29.5,51.4,50.8,37.6,37.4,71.0,-6.8,DIDNT_MAKE,2009,0.39080769230769236,0.5806451612903226,-0.21935483870967742
525,IUPUI,Sum,27,13,101.6,103.4,0.4497,51.8,53.1,19.9,21.9,30.6,30.9,35.0,28.9,52.0,49.4,34.3,39.0,62.4,-8.8,DIDNT_MAKE,2009,0.4263300000000001,0.48148148148148145,-0.32592592592592595
526,Radford,BSth,30,18,99.0,100.9,0.4463,49.8,46.9,22.6,16.8,35.3,29.1,42.8,30.1,49.1,44.9,34.5,33.5,70.1,-6.6,R64,2009,0.27953,0.6,-0.22
527,Georgia,SEC,32,12,94.6,96.4,0.4463,46.7,48.2,24.6,20.9,34.1,33.1,30.2,28.3,44.6,47.5,34.2,33.0,69.3,-9.7,DIDNT_MAKE,2009,0.7617833333333334,0.375,-0.303125
528,DePaul,BE,33,9,100.7,102.7,0.4438,45.5,51.9,18.9,19.4,33.3,38.2,31.7,25.7,46.1,51.0,29.6,35.7,66.3,-10.4,DIDNT_MAKE,2009,0.8072187499999999,0.2727272727272727,-0.3151515151515152
529,San Jose St.,WAC,28,11,101.5,103.5,0.4435,47.9,51.0,21.8,19.4,36.4,33.1,36.8,30.9,48.9,49.8,29.7,35.7,67.4,-10.9,DIDNT_MAKE,2009,0.5531333333333334,0.39285714285714285,-0.3892857142857143
530,Sacred Heart,NEC,31,17,102.9,104.9,0.4434,55.2,48.7,22.9,21.7,32.6,34.8,26.0,34.3,53.1,48.6,39.4,32.6,69.6,-10.0,DIDNT_MAKE,2009,0.26156363636363633,0.5483870967741935,-0.3225806451612903
531,Manhattan,MAAC,30,16,95.7,97.7,0.4421,44.6,48.6,20.7,21.3,34.6,28.8,44.5,39.7,43.5,47.1,31.5,34.3,66.7,-9.5,DIDNT_MAKE,2009,0.45916000000000007,0.5333333333333333,-0.31666666666666665
532,St. Bonaventure,A10,30,15,97.3,99.3,0.4418,49.2,47.2,23.6,19.6,34.6,31.4,37.0,39.1,49.8,46.2,31.5,32.9,71.5,-8.9,DIDNT_MAKE,2009,0.6197357142857143,0.5,-0.2966666666666667
533,Missouri St.,MVC,31,11,98.1,100.2,0.441,46.2,49.8,20.8,21.1,32.0,30.9,38.0,43.1,45.3,49.0,31.8,34.5,63.5,-12.5,DIDNT_MAKE,2009,0.61425,0.3548387096774194,-0.4032258064516129
534,Stony Brook,AE,29,15,95.6,97.6,0.4396,46.1,48.8,20.1,23.6,32.1,29.1,35.7,36.9,43.7,50.2,34.4,31.1,64.6,-10.5,DIDNT_MAKE,2009,0.3627444444444444,0.5172413793103449,-0.3620689655172414
535,VMI,BSth,28,20,105.8,108.1,0.4383,52.3,55.6,16.2,27.2,27.2,42.1,32.9,30.6,52.3,56.9,34.8,34.8,81.4,-4.9,DIDNT_MAKE,2009,0.27953,0.7142857142857143,-0.17500000000000002
536,Hawaii,WAC,30,13,95.9,98.0,0.4374,45.9,48.5,23.4,21.0,39.9,33.0,44.8,39.7,46.8,46.7,28.6,35.2,65.6,-11.9,DIDNT_MAKE,2009,0.5531333333333334,0.43333333333333335,-0.39666666666666667
537,SMU,CUSA,29,8,101.2,103.6,0.4333,48.6,48.8,22.9,18.6,34.8,33.2,31.2,33.8,46.4,46.2,35.6,35.8,65.2,-12.5,DIDNT_MAKE,2009,0.6225166666666667,0.27586206896551724,-0.43103448275862066
538,The Citadel,SC,31,18,99.9,102.4,0.4306,50.7,48.3,20.0,18.6,31.1,29.5,34.1,36.1,50.6,48.0,34.0,32.7,63.4,-7.5,DIDNT_MAKE,2009,0.3197333333333333,0.5806451612903226,-0.24193548387096775
539,Indiana,B10,30,5,98.1,100.6,0.4296,47.9,54.6,27.0,21.4,32.6,32.6,37.4,36.5,46.9,53.2,33.3,38.1,67.1,-11.8,DIDNT_MAKE,2009,0.8173000000000001,0.16666666666666666,-0.39333333333333337
540,Austin Peay,OVC,31,17,105.1,107.8,0.4254,52.9,52.3,19.5,19.8,32.0,33.2,37.4,39.6,52.0,51.2,36.5,36.1,68.3,-7.8,DIDNT_MAKE,2009,0.3641199999999999,0.5483870967741935,-0.25161290322580643
541,Cal St. Fullerton,BW,31,14,103.8,106.7,0.4197,49.8,51.8,18.9,21.5,32.1,38.3,32.5,33.2,49.1,50.0,34.0,36.9,68.8,-11.0,DIDNT_MAKE,2009,0.45342222222222234,0.45161290322580644,-0.3548387096774194
542,Fresno St.,WAC,33,12,98.7,101.6,0.4159,50.2,49.1,21.2,19.9,30.1,35.3,36.5,30.9,49.2,48.8,34.5,33.2,67.8,-13.7,DIDNT_MAKE,2009,0.5531333333333334,0.36363636363636365,-0.4151515151515151
543,East Carolina,CUSA,27,10,109.2,112.5,0.4146,51.5,51.0,18.1,14.5,30.7,35.1,36.5,34.5,47.4,50.9,38.2,34.1,66.1,-10.1,DIDNT_MAKE,2009,0.6225166666666667,0.37037037037037035,-0.37407407407407406
544,Southeastern Louisiana,Slnd,26,9,99.2,102.3,0.4132,50.0,47.0,20.3,19.7,30.5,33.5,32.9,42.9,50.4,43.5,32.8,37.0,66.3,-11.5,DIDNT_MAKE,2009,0.40416666666666673,0.34615384615384615,-0.4423076923076923
545,Northern Colorado,BSky,30,12,101.5,104.8,0.4098,52.4,53.8,22.9,20.5,30.5,28.9,44.7,36.1,48.2,50.8,40.3,39.5,67.9,-13.2,DIDNT_MAKE,2009,0.3886555555555556,0.4,-0.44
546,Denver,SB,31,15,100.0,103.3,0.40700000000000003,57.0,49.4,22.1,22.2,18.8,33.0,36.1,49.3,57.5,50.0,37.7,31.9,58.0,-11.9,DIDNT_MAKE,2009,0.39080769230769236,0.4838709677419355,-0.3838709677419355
547,UTSA,Slnd,29,16,100.4,103.8,0.4062,48.2,52.6,19.0,23.5,30.2,32.7,39.1,30.2,46.1,54.3,34.2,32.4,70.2,-8.3,DIDNT_MAKE,2009,0.40416666666666673,0.5517241379310345,-0.28620689655172415
548,Alabama St.,SWAC,30,20,97.9,101.3,0.4017,51.0,43.3,20.5,19.7,34.2,35.9,35.9,33.8,52.2,42.8,32.3,29.7,65.3,-5.1,DIDNT_MAKE,2009,0.14508000000000001,0.6666666666666666,-0.16999999999999998
549,Iona,MAAC,31,12,93.5,96.8,0.4008,47.0,47.9,23.7,23.8,32.1,30.7,47.5,41.4,45.5,47.3,33.2,32.6,65.3,-13.1,DIDNT_MAKE,2009,0.45916000000000007,0.3870967741935484,-0.4225806451612903
550,Liberty,BSth,31,19,103.8,107.6,0.3984,52.1,50.7,19.1,20.8,29.9,35.0,36.2,26.1,51.8,50.0,35.0,34.4,66.1,-7.1,DIDNT_MAKE,2009,0.27953,0.6129032258064516,-0.22903225806451613
551,Delaware,CAA,32,13,101.6,105.5,0.3923,47.8,49.3,19.1,19.1,28.6,33.0,37.9,34.3,46.6,48.7,33.2,33.8,68.5,-13.4,DIDNT_MAKE,2009,0.4905999999999999,0.40625,-0.41875
552,Texas St.,Slnd,26,10,100.4,104.5,0.3874,49.7,51.1,21.4,22.5,34.0,31.0,38.8,57.6,48.0,50.2,35.3,35.3,75.3,-11.8,DIDNT_MAKE,2009,0.40416666666666673,0.38461538461538464,-0.4538461538461539
553,Air Force,MWC,29,8,97.5,101.6,0.3819,50.9,49.8,22.7,19.4,24.4,30.3,42.3,41.4,47.8,48.1,37.1,34.6,59.4,-12.4,DIDNT_MAKE,2009,0.706288888888889,0.27586206896551724,-0.42758620689655175
554,UC Irvine,BW,30,12,103.1,107.6,0.3789,49.4,52.1,18.0,18.4,27.3,31.7,31.9,37.9,43.9,50.9,40.7,36.5,63.8,-12.5,DIDNT_MAKE,2009,0.45342222222222234,0.4,-0.4166666666666667
555,Valparaiso,Horz,29,7,98.1,102.6,0.3753,47.5,50.9,23.6,22.3,31.5,34.1,36.1,50.3,46.3,48.5,32.9,36.4,64.9,-14.1,DIDNT_MAKE,2009,0.54554,0.2413793103448276,-0.4862068965517241
556,UC Davis,BW,32,13,103.4,108.3,0.3704,53.2,52.4,20.5,18.8,25.7,31.0,37.9,40.0,52.5,52.3,36.2,35.1,70.6,-14.1,DIDNT_MAKE,2009,0.45342222222222234,0.40625,-0.440625
557,Lamar,Slnd,26,11,98.8,103.5,0.3702,46.3,49.6,19.8,19.0,31.9,31.4,42.8,38.0,46.9,48.2,29.9,35.0,68.0,-9.2,DIDNT_MAKE,2009,0.40416666666666673,0.4230769230769231,-0.3538461538461538
558,Youngstown St.,Horz,28,9,99.4,104.2,0.3686,45.7,49.2,20.4,18.8,34.4,34.1,37.1,41.0,43.7,48.0,33.9,34.5,67.5,-12.6,DIDNT_MAKE,2009,0.54554,0.32142857142857145,-0.45
559,Chattanooga,SC,33,16,102.0,107.0,0.3665,50.4,52.7,21.5,19.3,33.0,31.8,46.3,31.0,49.5,51.3,34.5,36.3,71.2,-9.4,R64,2009,0.3197333333333333,0.48484848484848486,-0.28484848484848485
560,Mercer,ASun,31,16,103.5,108.6,0.3646,49.0,49.9,22.0,18.2,37.0,34.9,38.8,33.8,48.6,48.0,33.2,35.6,68.6,-8.5,DIDNT_MAKE,2009,0.34895454545454546,0.5161290322580645,-0.27419354838709675
561,South Dakota St.,Sum,31,11,102.4,107.5,0.3639,49.7,52.1,19.8,17.3,34.0,32.3,33.4,32.8,49.2,53.3,33.8,32.8,65.9,-13.5,DIDNT_MAKE,2009,0.4263300000000001,0.3548387096774194,-0.43548387096774194
562,UC Riverside,BW,29,16,95.7,100.5,0.3612,48.2,51.2,21.7,22.4,33.9,28.0,30.4,33.7,44.7,50.3,37.4,34.9,61.6,-8.5,DIDNT_MAKE,2009,0.45342222222222234,0.5517241379310345,-0.29310344827586204
563,Rice,CUSA,32,10,97.9,103.1,0.3556,48.9,50.4,20.2,18.1,27.7,34.4,33.3,37.0,44.6,48.1,38.2,36.7,65.0,-13.0,DIDNT_MAKE,2009,0.6225166666666667,0.3125,-0.40625
564,Loyola Chicago,Horz,31,14,98.0,103.3,0.3554,45.0,49.6,20.2,21.9,35.9,36.2,32.7,33.7,44.0,48.1,31.7,35.1,65.1,-10.2,DIDNT_MAKE,2009,0.54554,0.45161290322580644,-0.3290322580645161
565,IPFW,Sum,29,12,99.7,105.4,0.3475,49.4,51.5,19.9,19.0,26.2,32.9,36.4,37.0,44.3,52.1,40.8,33.5,66.4,-10.0,DIDNT_MAKE,2009,0.4263300000000001,0.41379310344827586,-0.3448275862068966
566,Georgia St.,CAA,30,10,96.8,102.3,0.3468,46.8,50.0,20.0,20.8,30.8,33.0,30.0,35.2,46.3,49.3,31.8,34.1,61.7,-13.7,DIDNT_MAKE,2009,0.4905999999999999,0.3333333333333333,-0.45666666666666667
567,Navy,Pat,30,19,96.0,101.5,0.3448,47.4,46.2,19.4,20.4,27.4,29.9,38.0,38.7,46.3,45.6,32.9,31.6,70.8,-7.5,DIDNT_MAKE,2009,0.2874875,0.6333333333333333,-0.25
568,Canisius,MAAC,31,11,92.6,98.0,0.3439,45.3,44.3,23.7,19.1,34.0,34.5,33.9,40.7,46.4,43.6,28.7,30.5,68.0,-13.4,DIDNT_MAKE,2009,0.45916000000000007,0.3548387096774194,-0.432258064516129
569,William & Mary,CAA,29,9,94.3,99.9,0.3391,47.2,48.7,22.3,19.8,31.5,31.2,31.5,31.7,47.8,47.8,31.0,33.5,62.6,-14.8,DIDNT_MAKE,2009,0.4905999999999999,0.3103448275862069,-0.5103448275862069
570,San Francisco,WCC,28,9,103.1,109.4,0.3369,49.1,53.6,19.7,19.6,29.5,33.7,39.7,36.8,46.7,52.0,35.4,37.7,66.0,-11.5,DIDNT_MAKE,2009,0.5153375,0.32142857142857145,-0.4107142857142857
571,Loyola MD,MAAC,32,12,100.8,107.1,0.3331,44.1,48.4,19.8,19.9,35.7,36.6,36.5,49.7,42.6,48.1,31.5,32.8,67.0,-12.7,DIDNT_MAKE,2009,0.45916000000000007,0.375,-0.396875
572,Southern Utah,Sum,29,10,99.1,105.3,0.3307,50.8,53.7,23.1,20.7,31.3,28.7,39.4,38.9,48.8,55.7,37.9,33.0,64.2,-13.1,DIDNT_MAKE,2009,0.4263300000000001,0.3448275862068966,-0.4517241379310345
573,Wofford,SC,29,15,105.0,111.8,0.3281,51.1,53.4,21.0,19.7,37.2,34.2,38.9,29.2,49.7,51.7,36.0,37.6,62.6,-9.3,DIDNT_MAKE,2009,0.3197333333333333,0.5172413793103449,-0.3206896551724138
574,Arkansas St.,SB,28,11,94.0,100.0,0.3278,46.3,47.6,20.4,19.9,32.3,29.9,33.4,32.1,45.9,44.8,31.4,36.4,65.8,-12.4,DIDNT_MAKE,2009,0.39080769230769236,0.39285714285714285,-0.4428571428571429
575,Campbell,ASun,28,12,94.6,100.9,0.3228,47.6,50.4,22.8,22.5,35.1,32.5,39.9,40.5,45.9,50.2,34.5,34.0,69.7,-12.6,DIDNT_MAKE,2009,0.34895454545454546,0.42857142857142855,-0.45
576,Montana St.,BSky,30,13,99.1,105.8,0.3215,47.1,52.0,20.4,17.9,33.9,29.4,39.9,36.1,46.5,51.2,32.1,35.7,66.1,-11.4,DIDNT_MAKE,2009,0.3886555555555556,0.43333333333333335,-0.38
577,Ball St.,MAC,31,14,93.2,99.5,0.3192,45.4,46.5,21.1,19.1,31.2,29.6,38.4,38.0,43.5,46.7,33.9,30.6,62.2,-12.1,DIDNT_MAKE,2009,0.4187,0.45161290322580644,-0.3903225806451613
578,Central Michigan,MAC,31,12,97.1,104.0,0.3117,47.3,50.0,22.3,23.8,34.6,33.5,37.8,57.4,45.8,48.5,33.6,35.8,64.4,-14.1,DIDNT_MAKE,2009,0.4187,0.3870967741935484,-0.45483870967741935
579,McNeese St.,Slnd,27,9,92.6,99.3,0.3096,46.4,44.4,23.8,18.0,34.6,32.5,32.6,31.6,45.4,41.9,32.6,33.0,66.3,-13.3,DIDNT_MAKE,2009,0.40416666666666673,0.3333333333333333,-0.49259259259259264
580,Northern Arizona,BSky,25,6,99.4,106.6,0.3069,53.6,55.7,22.6,20.3,30.0,28.4,30.9,34.9,53.8,51.6,35.5,42.2,63.9,-13.4,DIDNT_MAKE,2009,0.3886555555555556,0.24,-0.536
581,Tennessee Tech,OVC,28,10,96.2,103.3,0.3062,49.3,50.1,21.9,22.4,34.1,36.3,33.3,44.4,47.0,48.7,36.2,35.7,72.7,-13.5,DIDNT_MAKE,2009,0.3641199999999999,0.35714285714285715,-0.48214285714285715
582,Chicago St.,ind,30,17,104.2,111.9,0.3048,51.3,52.9,19.9,22.7,37.2,34.1,37.6,45.0,51.6,51.3,33.8,37.4,75.9,-8.2,DIDNT_MAKE,2009,0.5,0.5666666666666667,-0.2733333333333333
583,Western Carolina,SC,29,14,98.4,105.7,0.3041,49.6,54.5,21.1,23.8,36.7,34.0,32.4,52.1,47.9,52.2,35.1,39.0,69.0,-9.9,DIDNT_MAKE,2009,0.3197333333333333,0.4827586206896552,-0.3413793103448276
584,LIU Brooklyn,NEC,30,16,98.7,106.1,0.3024,46.4,49.0,19.1,19.4,35.5,29.6,42.5,32.4,44.2,48.2,33.9,33.7,68.9,-11.3,DIDNT_MAKE,2009,0.26156363636363633,0.5333333333333333,-0.3766666666666667
585,Louisiana Lafayette,SB,29,9,96.6,103.9,0.301,47.0,50.7,20.5,21.0,31.6,35.1,33.6,46.6,46.4,48.9,31.9,36.8,67.2,-14.4,DIDNT_MAKE,2009,0.39080769230769236,0.3103448275862069,-0.496551724137931
586,Albany,AE,31,15,95.4,102.8,0.2975,45.5,49.2,23.1,18.8,38.6,25.0,34.4,43.5,46.0,49.8,29.4,32.1,66.1,-10.6,DIDNT_MAKE,2009,0.3627444444444444,0.4838709677419355,-0.3419354838709677
587,Eastern Washington,BSky,28,11,95.9,103.4,0.297,47.0,51.6,19.5,19.1,30.1,28.8,30.4,43.6,46.0,51.2,32.8,34.9,65.3,-10.8,DIDNT_MAKE,2009,0.3886555555555556,0.39285714285714285,-0.38571428571428573
588,Gardner Webb,BSth,27,10,99.1,106.9,0.29600000000000004,49.1,51.2,20.4,19.4,34.1,33.0,31.5,38.4,47.2,51.7,34.8,33.5,69.5,-12.0,DIDNT_MAKE,2009,0.27953,0.37037037037037035,-0.4444444444444444
589,Yale,Ivy,27,12,93.7,101.0,0.2947,47.7,49.5,23.6,22.5,31.1,29.4,40.8,38.4,48.7,48.9,29.8,33.9,67.0,-11.0,DIDNT_MAKE,2009,0.2878375,0.4444444444444444,-0.4074074074074074
590,Samford,SC,30,14,98.9,106.7,0.2942,55.0,50.8,21.6,22.6,21.6,37.2,35.4,30.4,57.0,50.9,35.3,33.7,59.8,-11.9,DIDNT_MAKE,2009,0.3197333333333333,0.4666666666666667,-0.39666666666666667
591,Western Michigan,MAC,31,10,96.6,104.2,0.2928,45.5,47.3,20.6,18.8,30.7,32.2,40.0,39.1,44.7,45.6,31.1,33.8,65.0,-16.1,DIDNT_MAKE,2009,0.4187,0.3225806451612903,-0.5193548387096775
592,Marist,MAAC,33,10,92.2,99.5,0.2919,47.1,46.1,22.2,18.2,26.1,31.1,33.9,42.0,43.0,45.2,36.0,32.3,68.4,-16.6,DIDNT_MAKE,2009,0.45916000000000007,0.30303030303030304,-0.503030303030303
593,Centenary,Sum,31,8,93.9,101.7,0.2855,47.0,51.1,20.1,23.3,26.0,37.2,31.9,49.6,44.0,50.0,34.5,35.7,67.4,-15.0,DIDNT_MAKE,2009,0.4263300000000001,0.25806451612903225,-0.4838709677419355
594,Towson,CAA,34,12,99.3,107.5,0.2855,45.7,50.0,18.9,18.8,33.4,36.8,33.4,34.6,45.2,50.6,31.2,32.5,67.3,-14.9,DIDNT_MAKE,2009,0.4905999999999999,0.35294117647058826,-0.43823529411764706
595,Harvard,Ivy,27,13,100.7,109.1,0.2843,52.4,51.2,21.7,21.3,26.8,34.7,42.3,32.9,51.4,50.0,36.2,36.2,66.6,-10.8,DIDNT_MAKE,2009,0.2878375,0.48148148148148145,-0.4
596,Stetson,ASun,28,11,94.6,102.5,0.2837,44.7,50.1,20.5,21.3,33.3,33.1,29.9,39.3,43.2,49.7,31.3,34.0,68.2,-10.6,DIDNT_MAKE,2009,0.34895454545454546,0.39285714285714285,-0.37857142857142856
