,Team,Conf,Games,Wins,ADJOE,ADJDE,Power_Rating,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,Two_PO,Two_PD,Three_PO,Three_PD,ADJ_T,WAB,Postseason,Year,avg_conf_power_rating,win_perc,wab_perc
2819,Stephen F. Austin,Slnd,30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,R32,2016,0.23887692307692304,0.8,-0.04
2820,Texas Tech,B12,32,19,113.1,98.9,0.8227,50.0,49.6,17.8,19.0,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,R64,2016,0.8492600000000001,0.59375,0.040625
2821,BYU,WCC,36,25,112.0,98.1,0.8223,52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,50.2,47.0,38.4,33.7,74.4,-1.5,DIDNT_MAKE,2016,0.5480400000000001,0.6944444444444444,-0.041666666666666664
2822,Yale,Ivy,29,22,109.1,95.6,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36.0,32.7,66.7,-0.1,R32,2016,0.48708749999999995,0.7586206896551724,-0.003448275862068966
2823,Michigan,B10,35,22,113.4,99.4,0.82,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27.0,52.6,51.1,38.0,34.7,66.3,0.8,R64,2016,0.7323357142857142,0.6285714285714286,0.022857142857142857
2824,Providence,BE,35,24,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.3,R32,2016,0.78071,0.6857142857142857,0.09428571428571428
2825,Dayton,A10,33,25,105.5,92.6,0.8184,51.6,46.9,18.6,18.0,28.7,24.2,40.8,32.8,51.5,43.7,34.4,34.9,68.5,2.4,R64,2016,0.6495642857142857,0.7575757575757576,0.07272727272727272
2826,Georgetown,BE,33,15,111.3,98.0,0.8118,51.2,46.6,19.1,16.3,28.3,28.4,37.9,49.3,51.4,44.1,33.9,34.9,68.8,-4.2,DIDNT_MAKE,2016,0.78071,0.45454545454545453,-0.1272727272727273
2827,Northern Iowa,MVC,35,22,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,R32,2016,0.5415099999999999,0.6285714285714286,-0.060000000000000005
2828,South Carolina,SEC,33,24,108.1,95.3,0.809,48.5,47.4,18.9,20.5,37.5,29.5,43.2,38.2,46.6,42.9,35.4,35.8,71.2,1.8,DIDNT_MAKE,2016,0.7634357142857143,0.7272727272727273,0.05454545454545455
2829,Colorado,P12,33,21,107.8,95.2,0.8072,48.4,46.8,18.8,15.4,34.8,24.8,40.5,35.7,43.9,44.3,38.6,35.3,69.9,0.7,R64,2016,0.7847166666666667,0.6363636363636364,0.02121212121212121
2830,Florida St.,ACC,34,20,112.2,99.1,0.8069,51.8,50.9,18.0,18.9,32.8,28.3,37.8,36.7,52.1,48.9,34.1,36.2,72.7,0.1,DIDNT_MAKE,2016,0.8230933333333332,0.5882352941176471,0.0029411764705882353
2831,Hawaii,BW,32,26,106.9,95.0,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30.0,71.4,0.8,R32,2016,0.5242444444444444,0.8125,0.025
2832,Princeton,Ivy,28,21,112.2,99.9,0.7909999999999999,54.2,49.2,16.2,18.2,28.0,26.3,33.9,31.1,52.0,47.6,38.1,35.4,69.5,-0.1,DIDNT_MAKE,2016,0.48708749999999995,0.75,-0.0035714285714285718
2833,Washington,P12,34,19,110.1,98.1,0.7905,48.1,47.9,17.4,20.5,33.4,35.7,41.2,44.6,47.3,47.2,33.1,33.1,78.2,-2.2,DIDNT_MAKE,2016,0.7847166666666667,0.5588235294117647,-0.06470588235294118
2834,Georgia,SEC,34,20,108.0,96.4,0.7881,48.1,45.5,19.2,15.6,32.4,29.8,43.5,41.1,44.8,42.8,36.8,33.1,67.9,-0.8,DIDNT_MAKE,2016,0.7634357142857143,0.5882352941176471,-0.023529411764705882
2835,Oregon St.,P12,31,18,109.9,98.1,0.7879999999999999,49.8,49.5,16.6,19.5,29.0,32.2,36.8,39.3,46.9,50.0,37.4,32.4,68.0,0.3,R64,2016,0.7847166666666667,0.5806451612903226,0.00967741935483871
2836,Virginia Tech,ACC,35,20,109.5,97.8,0.7855,50.0,49.0,18.0,17.9,30.3,31.8,49.4,33.5,49.1,50.1,34.8,31.3,70.5,-0.5,DIDNT_MAKE,2016,0.8230933333333332,0.5714285714285714,-0.014285714285714285
2837,UCLA,P12,32,15,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,DIDNT_MAKE,2016,0.7847166666666667,0.46875,-0.121875
2838,LSU,SEC,33,19,111.8,100.5,0.7743,51.1,51.8,16.2,18.8,29.8,29.9,43.0,33.4,52.0,51.3,32.7,35.0,72.9,-1.8,DIDNT_MAKE,2016,0.7634357142857143,0.5757575757575758,-0.05454545454545455
2839,Arkansas Little Rock,SB,33,28,107.6,96.7,0.7732,51.9,45.9,15.6,21.0,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,R32,2016,0.4590090909090909,0.8484848484848485,0.06363636363636364
2840,Houston,Amer,32,22,116.2,104.6,0.7703,52.2,47.3,15.4,18.4,35.8,33.3,34.4,36.0,52.1,48.3,34.8,30.3,67.3,-1.2,DIDNT_MAKE,2016,0.6601363636363635,0.6875,-0.0375
2841,Northwestern,B10,32,20,109.8,99.2,0.7618,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35.0,51.6,43.4,35.8,34.5,64.5,-2.0,DIDNT_MAKE,2016,0.7323357142857142,0.625,-0.0625
2842,Arkansas,SEC,32,16,109.5,99.0,0.7602,49.7,49.8,15.3,19.6,30.9,30.1,37.6,42.9,46.1,47.7,39.7,35.9,71.0,-4.7,DIDNT_MAKE,2016,0.7634357142857143,0.5,-0.146875
2843,Marquette,BE,33,20,108.9,98.5,0.7601,52.0,48.7,20.0,19.0,28.1,30.7,40.5,28.0,52.4,47.2,33.9,34.3,71.3,-1.0,DIDNT_MAKE,2016,0.78071,0.6060606060606061,-0.030303030303030304
2844,North Carolina St.,ACC,33,16,113.6,102.9,0.7561,48.5,50.6,16.1,15.0,36.3,30.4,38.9,29.7,46.9,47.5,34.8,37.4,68.5,-4.0,DIDNT_MAKE,2016,0.8230933333333332,0.48484848484848486,-0.12121212121212122
2845,Mississippi,SEC,32,20,111.0,100.6,0.7556,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,69.4,-1.4,DIDNT_MAKE,2016,0.7634357142857143,0.625,-0.04375
2846,Tulsa,Amer,32,20,109.5,99.6,0.7486,50.3,48.2,15.6,20.4,28.0,30.5,39.6,34.6,51.1,45.0,32.6,35.9,69.3,-1.2,DIDNT_MAKE,2016,0.6601363636363635,0.625,-0.0375
2847,Memphis,Amer,34,19,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.3,-5.6,DIDNT_MAKE,2016,0.6601363636363635,0.5588235294117647,-0.16470588235294117
2848,Mississippi St.,SEC,31,14,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,DIDNT_MAKE,2016,0.7634357142857143,0.45161290322580644,-0.2
2849,Rhode Island,A10,32,17,107.6,98.3,0.7403,50.4,47.6,17.5,18.8,30.6,26.3,37.6,39.6,48.3,46.6,36.5,33.3,65.6,-5.9,DIDNT_MAKE,2016,0.6495642857142857,0.53125,-0.184375
2850,Alabama,SEC,33,18,105.4,96.3,0.7387,49.6,46.6,19.9,18.2,28.3,34.6,40.7,39.1,48.5,45.1,33.9,32.9,65.7,-0.6,DIDNT_MAKE,2016,0.7634357142857143,0.5454545454545454,-0.01818181818181818
2851,South Dakota St.,Sum,32,24,110.5,101.1,0.737,51.3,48.0,17.1,17.2,32.4,25.5,40.2,40.2,49.7,47.1,36.1,33.3,69.1,-1.2,R64,2016,0.4791222222222222,0.75,-0.0375
2852,Ohio St.,B10,35,21,105.6,96.7,0.735,49.4,46.6,18.8,17.1,30.2,29.1,36.0,30.4,49.0,44.5,33.4,33.4,68.5,-1.1,DIDNT_MAKE,2016,0.7323357142857142,0.6,-0.03142857142857143
2853,Temple,Amer,33,21,106.3,97.4,0.7318,47.0,46.4,13.8,16.2,29.1,29.7,26.6,28.7,44.9,46.3,33.7,31.2,66.5,-0.1,R64,2016,0.6601363636363635,0.6363636363636364,-0.0030303030303030303
2854,UC Irvine,BW,36,26,105.5,96.7,0.7317,51.1,44.6,18.2,17.4,29.1,28.2,35.1,34.7,49.3,41.6,36.7,33.2,68.1,-0.8,DIDNT_MAKE,2016,0.5242444444444444,0.7222222222222222,-0.022222222222222223
2855,Oklahoma St.,B12,32,12,105.7,97.0,0.7298,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.0,-6.7,DIDNT_MAKE,2016,0.8492600000000001,0.375,-0.209375
2856,Evansville,MVC,33,24,105.7,97.3,0.7216,53.4,45.9,18.2,18.4,24.5,25.0,46.9,29.4,53.2,44.4,35.9,32.6,69.5,-1.4,DIDNT_MAKE,2016,0.5415099999999999,0.7272727272727273,-0.04242424242424242
2857,UC Santa Barbara,BW,32,18,106.3,97.9,0.7195,50.3,46.7,18.5,17.5,28.8,27.9,27.4,41.8,48.4,47.8,35.8,30.0,67.6,-4.8,DIDNT_MAKE,2016,0.5242444444444444,0.5625,-0.15
2858,William & Mary,CAA,29,18,112.4,103.6,0.7192,54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,54.8,49.4,36.7,33.1,69.2,-3.8,DIDNT_MAKE,2016,0.5623199999999999,0.6206896551724138,-0.13103448275862067
2859,Boise St.,MWC,30,18,108.2,99.7,0.7190000000000001,51.7,52.0,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36.0,70.2,-3.6,DIDNT_MAKE,2016,0.5855454545454546,0.6,-0.12000000000000001
2860,Akron,MAC,34,25,109.0,100.5,0.7187,52.7,46.8,15.5,16.7,28.5,30.4,30.6,32.4,48.0,47.5,38.2,30.1,68.3,-1.4,DIDNT_MAKE,2016,0.5108166666666666,0.7352941176470589,-0.041176470588235294
2861,UNC Wilmington,CAA,31,23,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51.0,46.1,34.4,33.9,71.3,-0.7,R64,2016,0.5623199999999999,0.7419354838709677,-0.02258064516129032
2862,St. Bonaventure,A10,31,22,113.2,104.4,0.7173,51.5,49.6,16.5,19.0,31.3,33.4,37.5,37.4,48.8,50.5,37.3,32.1,68.9,-0.1,DIDNT_MAKE,2016,0.6495642857142857,0.7096774193548387,-0.0032258064516129032
2863,Tennessee,SEC,34,15,110.5,102.0,0.7154,48.0,48.5,15.8,17.3,32.1,34.5,34.1,37.3,47.4,47.1,32.7,34.2,70.0,-5.8,DIDNT_MAKE,2016,0.7634357142857143,0.4411764705882353,-0.17058823529411765
2864,Richmond,A10,32,16,112.6,104.0,0.7136,54.7,50.9,14.7,18.2,23.2,31.7,35.2,36.1,55.4,49.4,35.6,36.0,69.2,-5.5,DIDNT_MAKE,2016,0.6495642857142857,0.5,-0.171875
2865,Nebraska,B10,34,16,109.0,100.7,0.7133,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.1,-5.5,DIDNT_MAKE,2016,0.7323357142857142,0.47058823529411764,-0.16176470588235295
2866,Arizona St.,P12,32,15,108.3,100.0,0.7131,48.1,52.0,17.1,18.3,31.5,27.8,37.8,38.1,46.6,51.4,33.6,35.4,68.9,-4.2,DIDNT_MAKE,2016,0.7847166666666667,0.46875,-0.13125
2867,Long Beach St.,BW,33,18,108.0,99.8,0.711,49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,46.4,50.3,36.7,35.0,70.8,-3.0,DIDNT_MAKE,2016,0.5242444444444444,0.5454545454545454,-0.09090909090909091
2868,Cal St. Bakersfield,WAC,30,21,103.4,95.7,0.7106,49.3,45.2,18.2,21.5,34.1,29.7,38.0,42.1,48.5,42.8,34.3,33.4,68.4,-3.5,R64,2016,0.3546625,0.7,-0.11666666666666667
2869,Oakland,Horz,35,23,114.6,106.2,0.7053,53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,49.3,48.1,39.8,34.9,74.4,-3.4,DIDNT_MAKE,2016,0.46526999999999996,0.6571428571428571,-0.09714285714285714
2870,Monmouth,MAAC,36,28,105.7,98.1,0.7016,49.9,46.1,16.5,20.1,28.6,30.7,38.4,37.2,47.2,45.3,36.6,31.4,73.6,-0.2,DIDNT_MAKE,2016,0.38372727272727275,0.7777777777777778,-0.005555555555555556
2871,Old Dominion,CUSA,38,25,105.5,97.9,0.7012,47.9,45.5,14.4,17.2,36.6,27.1,31.0,35.8,48.7,44.4,30.1,31.5,62.1,-6.5,DIDNT_MAKE,2016,0.3992785714285714,0.6578947368421053,-0.17105263157894737
2872,Wake Forest,ACC,31,11,106.9,99.4,0.6977,49.4,49.5,20.1,15.2,32.7,31.2,43.2,38.6,50.4,49.2,31.6,33.4,72.4,-6.2,DIDNT_MAKE,2016,0.8230933333333332,0.3548387096774194,-0.2
2873,UT Arlington,SB,34,23,106.1,98.7,0.6962,49.2,47.0,18.7,20.1,36.3,26.2,34.4,43.3,49.5,44.4,32.5,33.7,73.1,-3.9,DIDNT_MAKE,2016,0.4590090909090909,0.6764705882352942,-0.11470588235294117
2874,James Madison,CAA,31,20,106.0,98.7,0.6935,51.6,45.5,17.2,15.4,29.5,27.0,37.0,37.0,50.9,47.3,35.0,28.7,67.6,-4.3,DIDNT_MAKE,2016,0.5623199999999999,0.6451612903225806,-0.13870967741935483
2875,Hofstra,CAA,33,23,110.1,102.9,0.6855,51.4,49.9,16.7,16.4,31.9,30.0,39.5,24.0,50.1,48.3,35.6,35.3,70.3,-1.6,DIDNT_MAKE,2016,0.5623199999999999,0.696969696969697,-0.048484848484848485
2876,Iona,MAAC,33,22,109.1,102.1,0.6822,53.8,48.8,17.6,19.2,29.2,31.0,32.4,36.3,52.5,46.0,37.0,35.8,72.6,-3.6,R64,2016,0.38372727272727275,0.6666666666666666,-0.1090909090909091
2877,New Mexico,MWC,32,17,108.2,101.3,0.6809,52.0,48.5,21.0,17.0,30.5,28.6,43.9,37.1,51.0,48.4,36.3,32.5,71.8,-6.8,DIDNT_MAKE,2016,0.5855454545454546,0.53125,-0.2125
2878,Stanford,P12,29,14,106.7,99.9,0.68,47.5,52.0,17.5,19.8,30.8,32.1,45.3,39.9,47.4,49.9,31.8,36.9,66.7,-2.6,DIDNT_MAKE,2016,0.7847166666666667,0.4827586206896552,-0.0896551724137931
2879,Davidson,A10,32,19,113.0,106.0,0.6767,52.0,52.0,14.2,15.8,24.9,30.8,32.3,30.6,51.1,52.2,35.5,34.3,71.3,-2.1,DIDNT_MAKE,2016,0.6495642857142857,0.59375,-0.065625
2880,Fresno St.,MWC,33,23,106.3,100.1,0.6646,48.4,48.8,15.1,21.0,30.0,29.7,37.7,46.4,47.0,48.4,34.4,33.0,69.8,-0.9,R64,2016,0.5855454545454546,0.696969696969697,-0.027272727272727275
2881,New Mexico St.,WAC,32,21,101.3,95.9,0.6525,50.2,44.8,20.2,16.2,36.0,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,DIDNT_MAKE,2016,0.3546625,0.65625,-0.128125
2882,Columbia,Ivy,33,23,111.8,105.9,0.6512,53.5,51.5,15.9,19.0,28.5,26.9,37.9,34.6,50.5,50.2,38.1,35.7,65.9,-4.3,DIDNT_MAKE,2016,0.48708749999999995,0.696969696969697,-0.1303030303030303
2883,Stony Brook,AE,31,24,104.6,99.2,0.648,52.2,47.6,17.3,18.4,34.8,26.0,32.2,27.6,50.7,45.8,37.2,34.1,67.7,-1.1,R64,2016,0.3144666666666666,0.7741935483870968,-0.035483870967741936
2884,Illinois St.,MVC,31,17,103.3,98.0,0.6459999999999999,47.7,48.4,18.5,20.5,30.0,28.2,30.9,38.4,46.2,48.7,33.3,31.9,68.3,-5.5,DIDNT_MAKE,2016,0.5415099999999999,0.5483870967741935,-0.1774193548387097
2885,UNLV,MWC,31,16,103.2,98.0,0.644,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,73.6,-6.3,DIDNT_MAKE,2016,0.5855454545454546,0.5161290322580645,-0.2032258064516129
2886,Toledo,MAC,31,16,107.9,102.9,0.6338,52.7,51.0,16.6,17.3,27.9,24.6,34.3,28.8,51.7,46.6,36.3,38.9,70.0,-9.8,DIDNT_MAKE,2016,0.5108166666666666,0.5161290322580645,-0.31612903225806455
2887,Chattanooga,SC,33,27,105.6,100.8,0.6286,51.7,50.5,18.0,20.2,32.3,29.0,41.6,30.9,50.7,50.5,35.6,33.7,67.2,0.4,R64,2016,0.3717,0.8181818181818182,0.012121212121212121
2888,Louisiana Monroe,SB,32,18,106.9,102.2,0.6266,50.6,47.5,18.2,17.0,31.5,31.6,32.2,33.0,50.0,46.6,34.5,32.7,66.6,-6.3,DIDNT_MAKE,2016,0.4590090909090909,0.5625,-0.196875
2889,Middle Tennessee,CUSA,33,23,103.9,99.5,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.4,-3.2,R32,2016,0.3992785714285714,0.696969696969697,-0.09696969696969697
2890,Milwaukee,Horz,31,18,111.1,106.4,0.6222,52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,51.9,48.7,35.9,38.3,67.1,-6.8,DIDNT_MAKE,2016,0.46526999999999996,0.5806451612903226,-0.21935483870967742
2891,UAB,CUSA,32,25,108.1,103.8,0.6163,53.6,48.6,17.8,18.0,32.4,30.4,33.4,29.8,52.6,48.1,37.0,33.1,68.9,-1.0,DIDNT_MAKE,2016,0.3992785714285714,0.78125,-0.03125
2892,Utah St.,MWC,29,14,110.3,106.1,0.6086,52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,49.2,50.1,37.9,35.2,67.7,-7.4,DIDNT_MAKE,2016,0.5855454545454546,0.4827586206896552,-0.25517241379310346
2893,Belmont,OVC,31,19,113.4,109.2,0.6073,58.6,50.8,19.3,16.5,26.4,30.9,34.5,37.1,62.6,49.5,36.4,35.4,72.7,-4.9,DIDNT_MAKE,2016,0.37116666666666664,0.6129032258064516,-0.15806451612903227
2894,Northeastern,CAA,32,17,106.2,102.3,0.6055,51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,48.5,52.0,37.2,33.9,66.2,-7.0,DIDNT_MAKE,2016,0.5623199999999999,0.53125,-0.21875
2895,Louisiana Lafayette,SB,32,17,108.9,105.2,0.6003,48.8,49.9,17.5,16.5,37.7,26.4,42.2,35.5,49.9,47.0,31.1,37.8,71.2,-7.6,DIDNT_MAKE,2016,0.4590090909090909,0.53125,-0.2375
2896,Illinois,B10,34,15,105.5,102.0,0.5959,50.2,53.6,14.9,19.0,21.5,28.1,30.5,26.5,47.5,51.0,36.3,38.6,69.0,-7.2,DIDNT_MAKE,2016,0.7323357142857142,0.4411764705882353,-0.21176470588235294
2897,Ohio,MAC,34,22,110.1,106.5,0.5952,54.2,49.6,16.9,14.5,24.9,25.8,37.4,33.5,52.3,47.1,38.2,36.4,70.7,-5.3,DIDNT_MAKE,2016,0.5108166666666666,0.6470588235294118,-0.15588235294117647
2898,College of Charleston,CAA,30,16,96.4,93.3,0.5922,47.4,48.1,19.5,21.6,30.4,26.9,32.8,43.1,45.6,48.2,34.0,32.0,64.9,-7.3,DIDNT_MAKE,2016,0.5623199999999999,0.5333333333333333,-0.24333333333333332
2899,Wright St.,Horz,33,20,100.4,97.3,0.5879,51.4,48.6,16.5,20.6,19.1,25.5,33.0,48.3,48.3,48.1,37.8,33.0,66.3,-6.1,DIDNT_MAKE,2016,0.46526999999999996,0.6060606060606061,-0.18484848484848485
2900,TCU,B12,33,12,100.1,97.0,0.5873,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,70.3,-6.7,DIDNT_MAKE,2016,0.8492600000000001,0.36363636363636365,-0.20303030303030303
2901,Nevada,MWC,36,22,100.8,97.7,0.5864,45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.1,-5.1,DIDNT_MAKE,2016,0.5855454545454546,0.6111111111111112,-0.14166666666666666
2902,Duquesne,A10,33,16,108.2,105.1,0.5851,53.9,49.4,18.9,15.6,27.9,28.4,33.6,38.6,53.1,42.8,36.6,40.2,73.5,-7.8,DIDNT_MAKE,2016,0.6495642857142857,0.48484848484848486,-0.23636363636363636
2903,Pepperdine,WCC,31,17,105.6,102.7,0.5793,49.0,49.8,16.0,16.1,30.3,29.8,41.1,31.4,48.3,50.2,34.0,32.6,68.4,-5.0,DIDNT_MAKE,2016,0.5480400000000001,0.5483870967741935,-0.16129032258064516
2904,Siena,MAAC,34,21,106.8,104.0,0.5747,52.0,47.2,22.2,17.3,39.1,30.0,40.8,38.4,50.7,46.7,36.8,32.1,71.1,-6.4,DIDNT_MAKE,2016,0.38372727272727275,0.6176470588235294,-0.18823529411764706
2905,Buffalo,MAC,34,19,105.1,102.4,0.5746,49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,49.0,48.8,33.7,34.3,72.9,-5.8,R64,2016,0.5108166666666666,0.5588235294117647,-0.17058823529411765
2906,Green Bay,Horz,34,21,106.9,104.2,0.5729,49.8,51.5,15.8,21.1,30.9,32.0,42.2,35.8,48.5,50.0,35.0,36.3,77.2,-4.5,R64,2016,0.46526999999999996,0.6176470588235294,-0.1323529411764706
2907,Albany,AE,32,23,104.7,102.1,0.5703,50.7,48.7,18.4,18.7,34.8,25.6,43.3,27.2,51.8,50.2,32.3,30.9,67.3,-4.0,DIDNT_MAKE,2016,0.3144666666666666,0.71875,-0.125
2908,Grand Canyon,WAC,32,25,103.1,100.7,0.5683,49.8,48.1,16.9,19.1,32.0,27.3,41.5,35.1,48.3,48.4,35.6,31.7,69.5,-1.0,DIDNT_MAKE,2016,0.3546625,0.78125,-0.03125
2909,Southern Illinois,MVC,32,22,105.0,102.5,0.5679,51.1,50.9,19.4,21.3,31.7,25.6,39.3,44.9,51.0,52.6,34.3,31.8,70.5,-3.4,DIDNT_MAKE,2016,0.5415099999999999,0.6875,-0.10625
2910,Marshall,CUSA,33,17,109.8,107.3,0.564,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,78.0,-8.7,DIDNT_MAKE,2016,0.3992785714285714,0.5151515151515151,-0.2636363636363636
2911,Weber St.,BSky,32,23,101.7,99.5,0.5599,54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,55.3,45.2,35.5,35.6,67.7,-3.7,R64,2016,0.3229416666666666,0.71875,-0.115625
2912,Colorado St.,MWC,32,16,111.3,109.1,0.5567,49.9,52.1,16.3,14.1,33.0,25.1,42.3,35.1,46.5,51.4,36.2,35.4,68.9,-8.5,DIDNT_MAKE,2016,0.5855454545454546,0.5,-0.265625
2913,Central Michigan,MAC,30,14,110.3,108.3,0.5524,51.7,51.0,13.6,15.9,26.5,31.5,30.0,35.2,50.8,50.7,35.2,34.4,67.4,-9.2,DIDNT_MAKE,2016,0.5108166666666666,0.4666666666666667,-0.30666666666666664
2914,IPFW,Sum,32,22,110.4,108.4,0.5522,54.0,52.9,17.3,15.7,28.1,26.5,33.4,30.0,49.0,50.2,40.3,38.7,70.3,-2.7,DIDNT_MAKE,2016,0.4791222222222222,0.6875,-0.084375
2915,Morehead St.,OVC,35,21,105.0,103.2,0.5514,48.0,50.6,18.6,21.4,38.6,29.0,35.3,53.7,45.8,49.0,36.2,35.7,66.3,-6.4,DIDNT_MAKE,2016,0.37116666666666664,0.6,-0.18285714285714286
2916,UNC Asheville,BSth,32,20,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33.0,50.2,52.1,32.1,29.6,71.0,-6.3,R64,2016,0.3175818181818182,0.625,-0.196875
2917,Penn St.,B10,32,16,101.3,99.7,0.5465,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67.0,-4.7,DIDNT_MAKE,2016,0.7323357142857142,0.5,-0.146875
2918,Murray St.,OVC,29,15,106.8,105.1,0.5455,51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.2,-9.0,DIDNT_MAKE,2016,0.37116666666666664,0.5172413793103449,-0.3103448275862069
2919,Vermont,AE,36,22,107.3,105.8,0.5414,54.1,49.3,19.2,16.7,28.5,28.2,38.2,37.4,52.6,46.3,38.2,37.0,68.5,-6.6,DIDNT_MAKE,2016,0.3144666666666666,0.6111111111111112,-0.18333333333333332
2920,Massachusetts,A10,32,14,102.1,100.7,0.5394,49.1,48.3,17.5,17.1,25.9,30.4,36.5,40.2,48.8,49.0,33.0,31.3,71.6,-8.7,DIDNT_MAKE,2016,0.6495642857142857,0.4375,-0.271875
2921,Fordham,A10,30,16,101.8,100.4,0.5388,51.5,51.4,20.4,22.4,30.4,26.9,33.6,40.5,51.2,52.3,34.6,33.4,67.5,-6.0,DIDNT_MAKE,2016,0.6495642857142857,0.5333333333333333,-0.2
2922,Towson,CAA,31,18,104.5,103.2,0.5364,46.9,48.4,17.9,17.7,38.3,27.3,45.1,41.0,46.3,46.2,32.1,35.2,66.5,-6.2,DIDNT_MAKE,2016,0.5623199999999999,0.5806451612903226,-0.2
2923,Montana,BSky,30,18,105.5,104.2,0.5345,53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,51.8,49.5,37.3,33.0,66.1,-5.7,DIDNT_MAKE,2016,0.3229416666666666,0.6,-0.19
2924,Eastern Michigan,MAC,29,14,105.7,104.4,0.5343,48.8,50.6,17.4,20.9,31.1,36.9,43.5,42.9,49.5,47.6,31.5,36.8,71.2,-7.8,DIDNT_MAKE,2016,0.5108166666666666,0.4827586206896552,-0.2689655172413793
2925,Florida Gulf Coast,ASun,31,17,102.9,102.4,0.5136,51.5,47.7,17.2,15.9,31.7,27.5,37.3,35.3,51.5,48.3,34.2,31.2,67.9,-8.4,R64,2016,0.34264999999999995,0.5483870967741935,-0.2709677419354839
2926,North Florida,ASun,31,19,113.5,113.1,0.5103,57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,71.3,-5.1,DIDNT_MAKE,2016,0.34264999999999995,0.6129032258064516,-0.16451612903225804
2927,North Dakota St.,Sum,31,18,100.1,99.8,0.5098,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7.2,DIDNT_MAKE,2016,0.4791222222222222,0.5806451612903226,-0.23225806451612904
2928,Wyoming,MWC,30,12,108.3,108.0,0.5092,53.4,50.1,17.0,15.8,18.1,30.4,45.9,39.1,50.8,48.4,37.2,35.4,65.5,-10.6,DIDNT_MAKE,2016,0.5855454545454546,0.4,-0.35333333333333333
2929,Western Kentucky,CUSA,32,16,108.1,107.8,0.509,52.5,52.4,19.0,15.0,33.6,28.6,39.6,30.0,51.5,50.4,36.3,37.3,67.8,-9.5,DIDNT_MAKE,2016,0.3992785714285714,0.5,-0.296875
